Date,Open vix,Open spy,return
4/8/93,12.33,44.53125,0.421052632
4/12/93,12.33,44.71875,0.34940601
4/13/93,12.59,44.875,0.348189415
4/14/93,12.33,45.03125,-0.27758501
4/15/93,11.96,44.90625,0.139178845
4/16/93,11.11,44.96875,-0.069492703
4/19/93,11.39,44.9375,-0.556328234
4/20/93,11.82,44.6875,-0.13986014
4/21/93,12.41,44.625,-0.700280112
4/22/93,11.58,44.3125,-1.057827927
4/23/93,13.2,43.84375,-0.142551675
4/26/93,14.06,43.78125,-0.999286224
4/27/93,15.39,43.34375,1.0814708
4/28/93,13.78,43.8125,0.142653352
4/29/93,13.24,43.875,0.56980057
4/30/93,11.26,44.125,-0.07082153
5/3/93,13.25,44.09375,0.708717222
5/4/93,13.05,44.40625,0.140745954
5/5/93,12.12,44.46875,0.140548138
5/6/93,12.83,44.53125,-0.140350877
5/7/93,12.93,44.46875,-0.140548138
5/10/93,13.42,44.40625,0.070372977
5/11/93,13.62,44.4375,0
5/12/93,12.98,44.4375,-0.140646976
5/13/93,14.63,44.375,-0.774647887
5/14/93,14.63,44.03125,0.212916962
5/17/93,14.85,44.125,0.141643059
5/18/93,14.52,44.1875,-0.141442716
5/19/93,14.46,44.125,2.053824363
5/20/93,14.46,45.03125,0.346981263
5/21/93,14.16,45.1875,-0.760719225
5/24/93,14.16,44.84375,0.6271777
5/25/93,13.73,45.125,0.069252078
5/26/93,13.2,45.15625,1.107266436
5/27/93,13.58,45.65625,-0.547570157
5/28/93,13.21,45.40625,-0.068823125
6/1/93,13.64,45.375,0.344352617
6/2/93,13.59,45.53125,-0.06863418
6/3/93,13.67,45.5,-0.412087912
6/4/93,12.96,45.3125,0.137931034
6/7/93,12.76,45.375,-0.826446281
6/8/93,15.22,45,-0.277777778
6/9/93,15.74,44.875,-0.069637883
6/10/93,13.59,44.84375,0.487804878
6/11/93,13.35,45.0625,0.208044383
6/14/93,12.32,45.15625,-0.138408304
6/15/93,12.32,45.09375,-0.346500347
6/16/93,12.32,44.9375,0.417246175
6/17/93,12.85,45.125,-0.623268698
6/18/93,11.73,44.84375,-0.487804878
6/21/93,12.57,44.625,0.070028011
6/22/93,11.67,44.65625,-0.069979006
6/23/93,11.24,44.625,-0.630252101
6/24/93,12.91,44.34375,0.986610289
6/25/93,12.15,44.78125,0.488485694
6/28/93,12.13,45,0.486111111
6/29/93,11.46,45.21875,-0.207325501
6/30/93,11.22,45.125,0
7/1/93,10.49,45.125,-0.761772853
7/2/93,11.6,44.78125,-0.348918353
7/6/93,13,44.625,-0.980392157
7/7/93,13.43,44.1875,0.424328147
7/8/93,11.19,44.375,1.056338028
7/9/93,11.28,44.84375,0.139372822
7/12/93,9.18,44.90625,0.139178845
7/13/93,10.85,44.96875,-0.069492703
7/14/93,11.02,44.9375,0.208623088
7/15/93,10.94,45.03125,-0.27758501
7/16/93,10.66,44.90625,-0.347947112
7/19/93,11.44,44.75,-0.139664804
7/20/93,11.1,44.6875,0.20979021
7/21/93,12.05,44.78125,-0.069783671
7/22/93,11.94,44.75,-0.349162011
7/23/93,11.15,44.59375,0.560616678
7/26/93,11.65,44.84375,0.348432056
7/27/93,11.87,45,-0.347222222
7/28/93,11.87,44.84375,0.209059233
7/29/93,11.54,44.9375,0.347705146
7/30/93,11.54,45.09375,-0.415800416
8/2/93,11.81,44.90625,0.347947112
8/3/93,10.95,45.0625,-0.138696255
8/4/93,10.92,45,0
8/5/93,11.94,45,0.069444444
8/6/93,12.18,45.03125,0.138792505
8/9/93,12.15,45.09375,0.207900208
8/10/93,11.97,45.1875,-0.069156293
8/11/93,12.36,45.15625,0.346020761
8/12/93,12.22,45.3125,-0.482758621
8/13/93,12.8,45.09375,0.138600139
8/16/93,12.37,45.15625,0.415224913
8/17/93,11.78,45.34375,0.758097864
8/18/93,12.06,45.6875,0.273597811
8/19/93,12.07,45.8125,-0.272851296
8/20/93,11.29,45.6875,-0.136798906
8/23/93,12.36,45.625,0.205479452
8/24/93,11.94,45.71875,1.093643199
8/25/93,11.78,46.21875,0.135226504
8/26/93,11.85,46.28125,-0.270087779
8/27/93,11.85,46.15625,0.270819228
8/30/93,11.34,46.28125,0.270087779
8/31/93,12.55,46.40625,0
9/1/93,11.3,46.40625,0.269360269
9/2/93,11.91,46.53125,-0.470114171
9/3/93,11.56,46.3125,0.134952767
9/7/93,11.8,46.375,-0.673854447
9/8/93,12.26,46.0625,-0.746268657
9/9/93,13.38,45.71875,0.888585099
9/10/93,12.16,46.125,0.948509485
9/13/93,11.67,46.5625,-0.536912752
9/14/93,13.49,46.3125,-0.539811066
9/15/93,13.15,46.0625,0.542740841
9/16/93,13.49,46.3125,-0.944669366
9/17/93,11.32,45.875,0
9/20/93,13.66,45.875,-0.817438692
9/21/93,14.57,45.5,-0.137362637
9/22/93,14.78,45.4375,0.7565337
9/23/93,13.47,45.78125,0.136518771
9/24/93,12.58,45.84375,0.613496933
9/27/93,12.76,46.125,0.406504065
9/28/93,11.91,46.3125,-0.269905533
9/29/93,12,46.1875,-0.338294993
9/30/93,13.08,46.03125,-0.339443313
10/1/93,12.56,45.875,0.749318801
10/4/93,13.27,46.21875,0.202839757
10/5/93,13.15,46.3125,-0.269905533
10/6/93,13.07,46.1875,0
10/7/93,12.65,46.1875,-0.135317997
10/8/93,12.65,46.125,0.067750678
10/11/93,13.08,46.15625,0.135409614
10/12/93,14.64,46.21875,0.067613252
10/13/93,10.62,46.25,0.337837838
10/14/93,12.35,46.40625,1.346801347
10/15/93,11,47.03125,0
10/18/93,12.27,47.03125,-0.332225914
10/19/93,11.73,46.875,-0.266666667
10/20/93,11.2,46.75,-0.13368984
10/21/93,10.7,46.6875,-0.066934404
10/22/93,10.75,46.65625,-0.535833891
10/25/93,11.67,46.40625,0.134680135
10/26/93,10.04,46.46875,-0.134498991
10/27/93,11.83,46.40625,0.336700337
10/28/93,11.95,46.5625,0.536912752
10/29/93,11.8,46.8125,-0.066755674
11/1/93,12.02,46.78125,0.267201069
11/2/93,11.68,46.90625,0
11/3/93,11.72,46.90625,-1.199200533
11/4/93,13.52,46.34375,-1.348617667
11/5/93,14.57,45.71875,0.820232399
11/8/93,16.120001,46.09375,0.745762712
11/9/93,13.92,46.4375,-0.605652759
11/10/93,13.18,46.15625,0.744752877
11/11/93,13.25,46.5,-0.067204301
11/12/93,14.47,46.46875,0.470746469
11/15/93,13.79,46.6875,-0.066934404
11/16/93,15.03,46.65625,0.334896182
11/17/93,15.69,46.8125,-0.734312417
11/18/93,15.44,46.46875,-0.470746469
11/19/93,14.99,46.25,-0.135135135
11/22/93,16.200001,46.1875,0.202976996
11/23/93,14.86,46.28125,0.270087779
11/24/93,13.89,46.40625,0.404040404
11/26/93,13.3,46.59375,0.067069081
11/29/93,13.39,46.625,-0.737265416
11/30/93,14.12,46.28125,0.675219446
12/1/93,12.93,46.59375,-0.201207243
12/2/93,14.22,46.5,0
12/3/93,13.34,46.5,0.60483871
12/6/93,14.5,46.78125,0.200400802
12/7/93,14.76,46.875,-0.066666667
12/8/93,14.2,46.84375,0
12/9/93,11.58,46.84375,-0.266844563
12/10/93,12.62,46.71875,-0.267558528
12/13/93,9.7,46.59375,0.670690812
12/14/93,10.71,46.90625,-0.666222518
12/15/93,11.49,46.59375,0.134138162
12/16/93,11.15,46.65625,-0.535833891
12/17/93,11.67,46.40625,0.269360269
12/20/93,11.11,46.53125,0.067159167
12/21/93,10.53,46.5625,0.067114094
12/22/93,10.03,46.59375,0.335345406
12/23/93,9.5,46.75,0
12/27/93,9.5,46.75,0.467914439
12/28/93,9.81,46.96875,0.332667997
12/29/93,10.11,47.125,-0.265251989
12/30/93,10.32,47,-0.132978723
12/31/93,10.59,46.9375,-0.732356858
1/3/94,11.28,46.59375,-0.134138162
1/4/94,12.87,46.53125,0.402955003
1/5/94,11.47,46.71875,0.200668896
1/6/94,11.47,46.8125,0.066755674
1/7/94,11.47,46.84375,0.533689126
1/10/94,10.64,47.09375,0.99535501
1/11/94,12.04,47.5625,-0.065703022
1/12/94,12.21,47.53125,-0.657462196
1/13/94,12.75,47.21875,0.330906684
1/14/94,11.14,47.375,0.065963061
1/17/94,11.99,47.40625,0.131839156
1/18/94,11.7,47.46875,-0.131665569
1/19/94,11.74,47.40625,0
1/20/94,11.81,47.40625,0.263678312
1/21/94,10.9,47.53125,-0.394477318
1/24/94,11.59,47.34375,-0.264026403
1/25/94,10.94,47.21875,-0.066181337
1/26/94,11.76,47.1875,0.463576159
1/27/94,10.69,47.40625,1.120632828
1/28/94,9.86,47.9375,0.260756193
1/31/94,10.01,48.0625,0.195058518
2/1/94,10.81,48.15625,-0.064892927
2/2/94,10.54,48.125,0.12987013
2/3/94,10.63,48.1875,-0.259403372
2/4/94,10.71,48.0625,-2.535760728
2/7/94,15.25,46.84375,0.933955971
2/8/94,12.49,47.28125,-0.066093853
2/9/94,12.91,47.25,0.264550265
2/10/94,12.69,47.375,-0.725593668
2/11/94,15.18,47.03125,0.066445183
2/14/94,14.25,47.0625,0.531208499
2/15/94,14.15,47.3125,0.462351387
2/16/94,13.12,47.53125,0.262984878
2/17/94,12.75,47.65625,-0.983606557
2/18/94,13.97,47.1875,-0.397350993
2/22/94,14.95,47,0.864361702
2/23/94,13.52,47.40625,-0.725115359
2/24/94,15.54,47.0625,-0.863213811
2/25/94,15.01,46.65625,0.602813128
2/28/94,15.01,46.9375,-0.266311585
3/1/94,12.58,46.8125,-1.668891856
3/2/94,17.82,46.03125,1.289884589
3/3/94,15.99,46.625,-0.134048257
3/4/94,15.65,46.5625,0.604026846
3/7/94,12.2,46.84375,0.266844563
3/8/94,16.07,46.96875,-0.332667997
3/9/94,14.68,46.8125,0.267022697
3/10/94,16.08,46.9375,-0.599201065
3/11/94,14.77,46.65625,0.803750837
3/14/94,16.52,47.03125,-0.066445183
3/15/94,14.49,47,-0.132978723
3/16/94,15.35,46.9375,0.332889481
3/17/94,13.23,47.09375,-0.729927007
3/18/94,13.74,46.75,0.13368984
3/21/94,14.5,46.8125,0.066755674
3/22/94,13.94,46.84375,0.200133422
3/23/94,11.88,46.9375,-0.399467377
3/24/94,12.22,46.75,-0.735294118
3/25/94,13.4,46.40625,-0.875420875
3/28/94,15.69,46,0
3/29/94,13.66,46,-1.902173913
3/30/94,17.110001,45.125,-1.454293629
3/31/94,18.5,44.46875,-2.529866479
4/4/94,23.610001,43.34375,2.307137707
4/5/94,21.629999,44.34375,1.198026779
4/6/94,16.84,44.875,-0.208913649
4/7/94,17.92,44.78125,0.348918353
4/8/94,16.5,44.9375,-0.278164117
4/11/94,16.5,44.8125,0.244072524
4/12/94,16.5,44.921875,-0.27826087
4/13/94,15.97,44.796875,-0.662713638
4/14/94,17.129999,44.5,0.175561798
4/15/94,15.54,44.578125,0.140203295
4/18/94,16.08,44.640625,-0.875043752
4/19/94,16.690001,44.25,0.353107345
4/20/94,16.799999,44.40625,0.21111893
4/21/94,16.43,44.5,1.158707865
4/22/94,14.16,45.015625,-0.381811871
4/25/94,15.19,44.84375,0.940766551
4/26/94,14.19,45.265625,-0.172592337
4/28/94,13.23,45.1875,-0.691562932
4/29/94,13.05,44.875,0.487465181
5/2/94,14.42,45.09375,0.658350658
5/3/94,13.03,45.390625,0.068846816
5/4/94,13.77,45.421875,-0.275197798
5/5/94,13.62,45.296875,-0.72438772
5/6/94,15.11,44.96875,-0.764419736
5/9/94,16.4,44.625,-0.105042017
5/10/94,15.87,44.578125,0.175254118
5/11/94,14.93,44.65625,-0.174947516
5/12/94,15.01,44.578125,0.140203295
5/13/94,15.55,44.640625,-0.0700035
5/16/94,14.85,44.609375,-0.105078809
5/17/94,14.67,44.5625,1.472650771
5/18/94,13.1,45.21875,0.449205252
5/19/94,12.09,45.421875,0.515995872
5/20/94,11.89,45.65625,-0.308008214
5/23/94,13.26,45.515625,0.205973223
5/24/94,12.59,45.609375,-0.239808153
5/25/94,13.01,45.5,0.618131868
5/26/94,12.46,45.78125,-0.068259386
5/27/94,12.84,45.75,-0.034153005
5/31/94,13.39,45.734375,-0.068329347
6/1/94,13.16,45.703125,0.752136752
6/2/94,12.77,46.046875,-0.101798439
6/3/94,13.28,46,0.713315217
6/6/94,11.78,46.328125,-0.404721754
6/7/94,13.35,46.140625,0.270910938
6/8/94,12.81,46.265625,-0.607902736
6/9/94,13.27,45.984375,0.203873598
6/10/94,13.04,46.078125,-0.0678196
6/13/94,12.34,46.046875,0.576857822
6/14/94,11.62,46.3125,0.506072874
6/15/94,11.36,46.546875,-0.43638805
6/16/94,11.36,46.34375,-0.4045853
6/17/94,10.52,46.15625,-1.320243737
6/20/94,13.77,45.546875,-0.205831904
6/21/94,13.7,45.453125,-0.515641114
6/22/94,14.75,45.21875,0.276434001
6/23/94,13.31,45.34375,-1.240523777
6/24/94,15.35,44.78125,-1.221214236
6/27/94,17.360001,44.234375,1.377605087
6/28/94,13.39,44.84375,-0.383275261
6/29/94,14.63,44.671875,0.349772648
6/30/94,13.92,44.828125,-0.313698153
7/1/94,14.89,44.6875,-0.06993007
7/5/94,14.84,44.65625,-0.069979006
7/6/94,15.12,44.625,0.245098039
7/7/94,13.24,44.734375,-0.209570381
7/8/94,14.88,44.640625,0.665033252
7/11/94,13.3,44.9375,-0.382475661
7/12/94,13.9,44.765625,0.139616056
7/13/94,12.94,44.828125,0.627396305
7/14/94,12.69,45.109375,0.519570488
7/15/94,11.13,45.34375,0.103376981
7/18/94,11.49,45.390625,0.344234079
7/19/94,11.49,45.546875,-0.308747856
7/20/94,11.51,45.40625,-0.516173434
7/21/94,12.49,45.171875,0.449671394
7/22/94,10.96,45.375,-0.034435262
7/25/94,11.87,45.359375,0.068894247
7/26/94,11.78,45.390625,-0.068846816
7/27/94,11.93,45.359375,0
7/28/94,11.99,45.359375,0.895625215
7/29/94,11.23,45.765625,0.375554797
8/1/94,11.71,45.9375,0.74829932
8/2/94,10.91,46.28125,-0.236326806
8/3/94,11.42,46.171875,0
8/4/94,11.5,46.171875,-1.015228426
8/5/94,12.85,45.703125,0.273504274
8/8/94,11.71,45.828125,-0.238663484
8/9/94,11.12,45.71875,0.615174299
8/10/94,12.61,46,0.067934783
8/11/94,11.55,46.03125,0.033944331
8/12/94,11.98,46.046875,0.712589074
8/15/94,11.92,46.375,-0.067385445
8/16/94,11.72,46.34375,0.775455158
8/17/94,11.17,46.703125,-0.535296086
8/18/94,11.76,46.453125,0.033636058
8/19/94,12.71,46.46875,-0.067249496
8/22/94,12.87,46.4375,0.30282638
8/23/94,11.78,46.578125,0.23482053
8/24/94,12.03,46.6875,0.870147256
8/25/94,11.62,47.09375,0.066357001
8/26/94,11.16,47.125,1.458885942
8/29/94,12.81,47.8125,-0.359477124
8/30/94,11.73,47.640625,0.131190554
8/31/94,11.18,47.703125,-0.425810678
9/1/94,12.17,47.5,0.460526316
9/2/94,11.21,47.71875,-0.949574329
9/6/94,11.5,47.265625,0.330578512
9/7/94,11.83,47.421875,-0.131795717
9/8/94,12.01,47.359375,-0.692840647
9/9/94,11.62,47.03125,-0.066445183
9/12/94,13.47,47,-0.099734043
9/13/94,12.96,46.953125,-0.232945092
9/14/94,13.95,46.84375,0.700466978
9/15/94,11.87,47.171875,-0.364359059
9/16/94,12.06,47,0.265957447
9/19/94,12.89,47.125,-0.663129973
9/20/94,13.35,46.8125,-1.068090788
9/21/94,13.65,46.3125,-0.067476383
9/22/94,13.56,46.28125,-0.43889264
9/23/94,13.79,46.078125,0
9/26/94,14.94,46.078125,0.1356392
9/27/94,14.9,46.140625,0.474094142
9/28/94,13.62,46.359375,0.235928547
9/29/94,13.55,46.46875,-0.537995965
9/30/94,13.33,46.21875,-0.033806626
10/3/94,15.69,46.203125,0.202908353
10/4/94,14.08,46.296875,-2.159973
10/5/94,16.26,45.296875,0.275957227
10/6/94,15.65,45.421875,-0.378396973
10/7/94,15.31,45.25,0.897790055
10/10/94,14.26,45.65625,1.06091718
10/11/94,13.93,46.140625,1.185235354
10/12/94,13.66,46.6875,1.137884873
10/13/94,12.75,47.21875,-0.463269358
10/14/94,14.33,47,0
10/17/94,14.25,47,-0.199468085
10/18/94,14.4,46.90625,-0.499666889
10/19/94,13.91,46.671875,0.836960161
10/20/94,15.5,47.0625,-0.929614874
10/21/94,16.139999,46.625,-0.100536193
10/24/94,15.97,46.578125,-1.20764844
10/25/94,17.18,46.015625,0.814940577
10/26/94,15.7,46.390625,0.370495116
10/27/94,15.2,46.5625,0.436241611
10/28/94,15.11,46.765625,1.670564651
10/31/94,14.73,47.546875,-0.558659218
11/1/94,14.61,47.28125,-0.991407799
11/2/94,15.28,46.8125,0.066755674
11/3/94,14.32,46.84375,0.667111408
11/4/94,14.99,47.15625,-1.524188204
11/7/94,16.879999,46.4375,0.403768506
11/8/94,15.57,46.625,1.508042895
11/9/94,15.95,47.328125,-0.825354903
11/10/94,16.110001,46.9375,-0.898801598
11/11/94,15.07,46.515625,0.20154518
11/14/94,16.959999,46.609375,0.402279584
11/15/94,14.75,46.796875,-0.066777963
11/16/94,15.73,46.765625,0.233879051
11/17/94,15.02,46.875,-0.7
11/18/94,15.77,46.546875,-0.234978181
11/21/94,15.47,46.4375,-1.312247645
11/22/94,16.57,45.828125,-1.738833958
11/23/94,18.27,45.03125,0.555170021
11/25/94,17.639999,45.28125,0.379572119
11/28/94,17.09,45.453125,0.446888965
11/29/94,16.01,45.65625,0.513347023
11/30/94,15.99,45.890625,-0.544773578
12/1/94,15.49,45.640625,-1.300924341
12/2/94,16.110001,45.046875,1.352757544
12/5/94,15.88,45.65625,-0.479123888
12/6/94,15.8,45.4375,-0.171939477
12/7/94,16.610001,45.359375,0.310024113
12/8/94,16.129999,45.5,-1.373626374
12/9/94,17,44.875,0.174094708
12/12/94,17.440001,44.953125,0.799443865
12/13/94,15.04,45.3125,0.310344828
12/14/94,15.09,45.453125,0.790649708
12/15/94,13.79,45.8125,-0.306957708
12/16/94,12.87,45.671875,0.171057133
12/19/94,13.02,45.75,0.239071038
12/20/94,12.94,45.859375,-0.340715503
12/21/94,12.9,45.703125,0.991452991
12/22/94,12.17,46.15625,-0.372376439
12/23/94,11.96,45.984375,0.509683996
12/27/94,11.83,46.21875,0.304259635
12/28/94,11.4,46.359375,-0.235928547
12/29/94,12.87,46.25,-0.101351351
12/30/94,12.48,46.203125,-1.082177883
1/3/95,14.09,45.703125,0.615384615
1/4/95,13.87,45.984375,0.101936799
1/5/95,13.7,46.03125,0.135777325
1/6/95,13.67,46.09375,-0.13559322
1/9/95,13.53,46.03125,0.373387644
1/10/95,12.49,46.203125,0.202908353
1/11/95,12.03,46.296875,-0.371245359
1/12/95,12.74,46.125,0.677506775
1/13/95,11.46,46.4375,0.605652759
1/16/95,11.45,46.71875,0.434782609
1/17/95,12.45,46.921875,0.166500167
1/18/95,11.24,47,-0.365691489
1/19/95,12.08,46.828125,-0.3670337
1/20/95,12.08,46.65625,-0.904219692
1/23/95,13.89,46.234375,0.94626563
1/24/95,12.13,46.671875,-0.334784064
1/25/95,11.94,46.515625,0.705408129
1/26/95,10.9,46.84375,0.83388926
1/27/95,10.77,47.234375,-0.46311611
1/30/95,11.63,47.015625,-0.033233632
1/31/95,12.12,47,0.332446809
2/1/95,11.74,47.15625,-0.198807157
2/2/95,11.59,47.0625,1.261620186
2/3/95,10.56,47.65625,0.754098361
2/6/95,11.24,48.015625,0.618288318
2/7/95,11.01,48.3125,-0.161707633
2/8/95,11.29,48.234375,-0.03239391
2/9/95,11.42,48.21875,0.032404407
2/10/95,11.5,48.234375,0.19436346
2/13/95,11.74,48.328125,0.420303912
2/14/95,11.35,48.53125,-0.193174501
2/15/95,11.49,48.4375,0.419354839
2/16/95,11.62,48.640625,-0.096370061
2/17/95,11.44,48.59375,-0.289389068
2/21/95,12.05,48.453125,0.064495324
2/22/95,11.03,48.484375,1.031260071
2/23/95,10.8,48.984375,-0.09569378
2/24/95,10.95,48.9375,-0.159642401
2/27/95,10.93,48.859375,-0.607611129
2/28/95,12.33,48.5625,0.836550837
3/1/95,11.49,48.96875,-0.574345884
3/2/95,11.66,48.6875,-0.160462131
3/3/95,11.48,48.609375,-0.321440051
3/6/95,12.19,48.453125,0.386971945
3/7/95,12.39,48.640625,-0.256986829
3/8/95,13.21,48.515625,0.064412238
3/9/95,13.09,48.546875,0.096556164
3/10/95,13.27,48.59375,1.318327974
3/13/95,12.11,49.234375,0.253887655
3/14/95,11.68,49.359375,0.284900285
3/15/95,12.27,49.5,-0.126262626
3/16/95,12.27,49.4375,0
3/17/95,12.05,49.4375,0.379266751
3/20/95,11.88,49.625,-0.125944584
3/21/95,11.35,49.5625,-0.063051702
3/22/95,11.36,49.53125,-0.220820189
3/23/95,11.39,49.421875,0.505848878
3/24/95,11.23,49.671875,1.258257314
3/27/95,11.97,50.296875,0
3/28/95,11.51,50.296875,0.155327742
3/29/95,11.68,50.375,0.279156328
3/30/95,12.59,50.515625,-1.175378905
3/31/95,13.6,49.921875,0.34428795
4/3/95,12.52,50.09375,0.311915159
4/4/95,12.24,50.25,0.404228856
4/5/95,12.98,50.453125,0.464540105
4/6/95,11.72,50.6875,0.339087546
4/7/95,13.14,50.859375,-0.460829493
4/10/95,13.3,50.625,0.586419753
4/11/95,12.59,50.921875,-0.429579626
4/12/95,12.29,50.703125,0.369799692
4/13/95,11.22,50.890625,0.736874424
4/17/95,11.49,51.265625,-0.853398354
4/18/95,12.21,50.828125,-0.430371964
4/19/95,13.11,50.609375,0.185242359
4/20/95,12.16,50.703125,-0.092449923
4/21/95,11.21,50.65625,0.400987045
4/24/95,11.78,50.859375,1.075268817
4/25/95,11.93,51.40625,-0.303951368
4/26/95,12.78,51.25,0.12195122
4/27/95,11.81,51.3125,0.365408039
4/28/95,11.54,51.5,0.091019417
5/1/95,11.21,51.546875,-0.090936647
5/2/95,12.18,51.5,0.455097087
5/3/95,11.8,51.734375,1.177891876
5/4/95,11.46,52.34375,0.23880597
5/5/95,11.91,52.46875,-0.625372245
5/8/95,11.37,52.140625,1.228648487
5/9/95,12.26,52.78125,-0.236826525
5/10/95,12.94,52.65625,0
5/11/95,13.29,52.65625,-0.267062315
5/12/95,11.2,52.515625,0.714073193
5/15/95,12.09,52.890625,0.177252585
5/16/95,12.13,52.984375,0.088469478
5/17/95,12.28,53.03125,-0.559811432
5/18/95,11.89,52.734375,-1.422222222
5/19/95,12.73,51.984375,0.541027953
5/22/95,12.22,52.265625,0.956651719
5/23/95,11.14,52.765625,0.917974534
5/24/95,10.29,53.25,-0.528169014
5/25/95,11.76,52.96875,0
5/26/95,11.63,52.96875,-0.530973451
5/30/95,12.13,52.6875,-0.444839858
5/31/95,12.49,52.453125,1.8170986
6/1/95,12.16,53.40625,-0.234055003
6/2/95,12.77,53.28125,0.498533724
6/5/95,13.5,53.546875,0.525240735
6/6/95,12.96,53.828125,-0.290275762
6/7/95,13.22,53.671875,-0.349344978
6/8/95,13.01,53.484375,-0.408997955
6/9/95,12.62,53.265625,-0.058668231
6/12/95,12,53.234375,0.704432052
6/13/95,11.35,53.609375,0.466336345
6/14/95,12.16,53.859375,0.203075138
6/15/95,11.72,53.96875,-0.492182976
6/16/95,10.36,53.703125,0.78556881
6/19/95,10.6,54.125,0.548498845
6/20/95,11.26,54.421875,0.344530577
6/21/95,11.52,54.609375,0.057224607
6/22/95,10.92,54.640625,0.657706606
6/23/95,11.43,55,-0.255681818
6/26/95,10.98,54.859375,-0.939903161
6/27/95,11.85,54.34375,-0.172512938
6/28/95,12.3,54.25,0.51843318
6/29/95,11.59,54.53125,0.028653295
6/30/95,11.07,54.546875,-0.143225437
7/3/95,11.36,54.46875,0.545037292
7/5/95,11.86,54.765625,0.114122682
7/6/95,12.35,54.828125,1.054431462
7/7/95,11.76,55.40625,0.73322053
7/10/95,11.19,55.8125,-0.111982083
7/11/95,11.97,55.75,-0.196188341
7/12/95,12.25,55.640625,0.898623982
7/13/95,11.13,56.140625,-0.612301698
7/14/95,12.73,55.796875,0.588070568
7/17/95,12.35,56.125,0.250556793
7/18/95,12.55,56.265625,-1.083032491
7/19/95,13.48,55.65625,-0.589556429
7/20/95,13.46,55.328125,0.16944366
7/21/95,11.94,55.421875,0.112771356
7/24/95,12.64,55.484375,0.704027035
7/25/95,12.73,55.875,0.587248322
7/26/95,12.85,56.203125,0.444815124
7/27/95,13.34,56.453125,0.442845281
7/28/95,13.05,56.703125,-0.633783411
7/31/95,13.22,56.34375,-0.19412091
8/1/95,13.44,56.234375,0.27785496
8/2/95,13.28,56.390625,-1.496259352
8/3/95,14.46,55.546875,0.872011252
8/4/95,12.9,56.03125,0.139431121
8/7/95,13.62,56.109375,0.055694793
8/8/95,13.25,56.140625,0.278318954
8/9/95,12.78,56.296875,-0.24979184
8/10/95,12.87,56.15625,-0.41736227
8/11/95,12.45,55.921875,-0.223526125
8/14/95,12.69,55.796875,0.616073929
8/15/95,12.31,56.140625,-0.250487058
8/16/95,11.6,56,0.418526786
8/17/95,12.17,56.234375,0.27785496
8/18/95,11.47,56.390625,0.027708507
8/21/95,12.08,56.40625,-0.55401662
8/22/95,12.54,56.09375,0.139275766
8/23/95,11.82,56.171875,-0.417246175
8/24/95,13.31,55.9375,0.251396648
8/25/95,12.23,56.078125,0.668709947
8/28/95,12.15,56.453125,-0.525878771
8/29/95,11.68,56.15625,0.222593211
8/30/95,11.77,56.28125,0.111049417
8/31/95,11.61,56.34375,0.083194676
9/1/95,11.15,56.390625,0.775838182
9/5/95,11.44,56.828125,0.714874897
9/6/95,10.31,57.234375,0.218400218
9/7/95,10.65,57.359375,0.326886407
9/8/95,11.01,57.546875,0.162910671
9/11/95,11.79,57.640625,0.135538086
9/12/95,11.67,57.71875,0.32485111
9/13/95,11.66,57.90625,0.917431193
